許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第047143號","""約克""達黴樂乳膏10毫克/公克","DAMELO CREAM 10MG/GM ""Y.K.""","其他","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/36a4d40f-b8be-4daf-b3a2-4b5e8bbdc90d?c=o"
"衛署藥製字第047176號","鎮痙適錠","BUSACON TABLETS 0.125MG","圓形;;;圓形;;;圓形;;;圓形;;;圓形;;;圓形;;;圓形;;;圓形","","白;;;白;;;白;;;白;;;白;;;白;;;白;;;白","","無;;;無;;;無;;;無;;;無;;;無;;;無;;;無","7;;;7;;;7;;;7;;;7;;;7;;;7;;;7","AX 009;;;AX 009;;;AX 009;;;AX 009;;;AX 009;;;AX 009;;;AX 009;;;AX 009","","https://mcp.fda.gov.tw/insert/shapeImg/43375dfc-2b10-4d99-9810-da42306ebaf6_img_1?c=o"
"衛署藥製字第047227號","克治眩錠 24 公絲","KETOZINE TABLETS 24MG","圓形","","白","","直線","11","AX 038","","https://mcp.fda.gov.tw/insert/shapeImg/9a8d65bc-6ad9-47ed-bc67-0091c879a1a3_img_1?c=o"
"衛署藥製字第047230號","""強生"" 抑克敏錠 5 毫克","ECOMIN TABLETS 5MG ""JOHNSON""","六邊形","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/217e482d-7bfc-47a6-b544-f07eaa09073e?c=o"
"衛署藥製字第047232號","寧耳眩錠 24 公絲","NILASEN TABLETS 24MG","圓形","","白","","直線","","AX 038","","https://mcp.fda.gov.tw/insert/shapeImg/1e879dbe-bd68-40f6-ba9d-574359405230_img_1?c=o"
"衛署藥製字第047235號","""強生"" 牧舒爾膠囊 200 毫克","ACET CAPSULES 200MG ""JOHNSON""","膠囊","","綠;;;白","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/1df0edb5-dc2e-48ae-9e81-c603995514eb?c=o"
"衛署藥製字第047258號","""瑩碩"" 輔醣穩錠","DONGLU TABLETS 2MG ""ANXO""","雙圓形","","綠","","直線","10","A X","00 2","https://mcp.fda.gov.tw/insert/shapeImg/bfa68a87-7d8e-401a-ba21-e7483492ee9b_img_1?c=o"
"衛署藥製字第047265號","欣憶膜衣錠8毫克","REMEMBER F.C. TABLETS 8MG","圓形","","粉","","直線","7.0","GL 8","","https://mcp.fda.gov.tw/insert/shapeImg/8547abe2-2aa9-40a4-9fba-e8da61909452?c=o"
"衛署藥製字第047268號","""華興"" 美若肯錠 7.5 公絲 (美洛西卡)","MEROCAM TABLETS 7.5MG ""H.S."" (MELOXICAM)","圓形","","黃","","直線","8","B 3","","https://mcp.fda.gov.tw/insert/shapeImg/ee3ae4fd-bfa9-4de2-825a-b1e7df42d0d6_img_1?c=o"
"衛署藥製字第047272號","""強生"" 止眩錠6毫克","MESLON TABLETS 6MG ""JOHNSON""","圓形","","白","","無","7.2","","","https://mcp.fda.gov.tw/insert/shapeImg/69d849e0-02c1-427a-b514-c8f59de8c656?c=o"
"衛署藥製字第047307號","""十全"" 顧醣錠","GLUCOCAR TABLETS ""S.C.""","圓形","","黃","","直線","7.5","SCG07","","https://mcp.fda.gov.tw/insert/shapeImg/ddd4ee47-03b2-4a2d-9a7f-791347d41ac3?c=o"
"衛署藥製字第047327號","""黃氏"" 樂舒康膠囊","LUSCOM CAPSULES ""H.S.""","膠囊","","紅;;;紅","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/6bed8156-10f3-4b73-934f-636ca937b473?c=o"
"衛署藥製字第047341號","美脂利錠20毫克","MELSTATIN TABLETS 20MG","橢圓形","","黃","","直線","11","AX 006","","https://mcp.fda.gov.tw/insert/shapeImg/964ce104-2287-4292-968f-7b181c4f2d60_img_1?c=o"
"衛署藥製字第047346號","眩停錠8毫克","DIZYNIL TABLET 8MG","圓形","","白","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/b7afe3d3-4ae2-415d-aede-f21704400d27?c=o"
"衛署藥製字第047371號","""強生"" 易除痛膠囊200毫克","TODO CAPSULES 200MG ""JOHNSON""","膠囊","","綠;;;白","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/1b1c9fc7-d104-4ddc-9e4e-9ed8be227c8b?c=o"
"衛署藥製字第047373號","衛格止痛加強錠","WELGER EXTRA STRENGTH PAIN RELIEF CAPLETS","橢圓形","","白","","直線","18","HWJ","","https://mcp.fda.gov.tw/insert/shapeImg/84fdcae4-c34a-4ca7-9380-875f5ac2157d?c=o"
"衛署藥製字第047374號","""強生"" 安舒肌錠200毫克","MELUX TABLETS 200MG ""JOHNSON""","圓形","","粉","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/bc1e924a-4d2e-46a4-9bc5-b11815cb722a?c=o"
"衛署藥製字第047399號","""強生"" 安舒肌錠 500 毫克","MELUX TABLETS 500MG ""JOHNSON""","橢圓形","","粉","","直線","21","JCP","","https://mcp.fda.gov.tw/insert/shapeImg/5b5f369d-2565-4fef-aba8-52412e73b678?c=o"
"衛署藥製字第047400號","""信東"" 癲躂錠 50 毫克","LAMTA TABLETS 50MG (LAMOTRIGINE)","四邊形","","黃","","直線","7","ST 037","","https://mcp.fda.gov.tw/insert/shapeImg/988967a6-66e7-4dde-a544-df7f9752d329?c=o"
"衛署藥製字第047444號","""強生"" 利膽能 錠 100 毫克","UROSO TABLETS 100MG ""JOHNSON""","圓形","","白","","無","9.5","J C P","","https://mcp.fda.gov.tw/insert/shapeImg/4f8ccd03-8315-4598-8b57-083d771d12f8?c=o"
"衛署藥製字第047460號","佳地諾錠25毫克","CARDILO TABLETS 25MG","圓形","","白","","直線","7","ST 511","","https://mcp.fda.gov.tw/insert/shapeImg/5af037cc-a854-4d8e-a5e8-2b2a8ea567c7?c=o"
"衛署藥製字第047473號","""杏輝"" 阿托品眼藥水 0.125%","ATROPINE EYE DROPS 0.125% ""SINPHAR""","液劑(包含糖漿用粉劑)","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/d9b41989-3ced-4278-be70-ecc0ad283b6a?c=o"
"衛署藥製字第047476號","""元宙"" 腦力欣膜衣錠1200毫克","HAMGO F.C.TABLETS 1200MG ""Y.C.""","四邊形","","橘","","直線","22","YCP","","https://mcp.fda.gov.tw/insert/shapeImg/b0ccb607-32d6-45bb-bc09-8d70aa930ab5_img_1?c=o"
"衛署藥製字第047482號","息喘諾錠25微克","SANTEROL TABLETS 25 μG","圓形","","白","","直線","5","MAC","","https://mcp.fda.gov.tw/insert/shapeImg/b8de0890-8bd3-453a-a949-0e0c860c7be0?c=o"
"衛署藥製字第047486號","""元宙"" 腦思坦內服溶液用顆粒劑1200毫克","HAMGO GRANULES FOR ORAL SOLUTION 1200MG ""Y.C.""","顆粒劑、粉劑或散劑","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/f5133700-4199-4a08-aa06-32da4afe81e9_img_1?c=o"
"衛署藥製字第047512號","眩停錠16毫克","DIZYNIL TABLET 16MG","圓形","","白","","無","9","D26","SW","https://mcp.fda.gov.tw/insert/shapeImg/bd5aa12b-321b-4633-81f1-0fabf305ad25?c=o"
"衛署藥製字第047516號","""台灣第一三共"" 可樂必妥 膜衣錠 500 毫克","CRAVIT F.C. TAB 500MG","橢圓形","","黃","","直線","17","","","https://mcp.fda.gov.tw/insert/shapeImg/135eee16-75ff-4625-8f20-b544839eaa5c?c=o"
"衛署藥製字第047534號","〝元宙〞胃思福腸溶膜衣錠","Pantazol Gastro-resistant Tablets ""Y.C.""","橢圓形","","黃","","無","13","","","https://mcp.fda.gov.tw/insert/shapeImg/65ba1e8a-7bd1-4e46-9c1b-f12c228ebc37_img_1?c=o"
"衛署藥製字第047538號","""信東"" 匹梭膜衣錠5毫克","BISOL FILM COATED TABLETS 5MG(BISOPROLOL FUMARATE)","其他","","黃","","直線","8","ST 411","","https://mcp.fda.gov.tw/insert/shapeImg/9de9bf8c-f5fb-4f82-a336-7b8c6926a6de?c=o"
"衛署藥製字第047539號","安納柔膜衣錠","ANAZO F.C. TABLETS","圓形","","白","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/20e1a68a-e7ad-4cc8-b524-153d845d4ab9?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/251507db-c521-4d08-af1f-d6f156a4aaec?c=o"
"衛署藥製字第047567號","痛消加強錠","Tonsiau Extra Tablets","四邊形","","白","","無","18","SW","L17","https://mcp.fda.gov.tw/insert/shapeImg/45d647aa-9513-4644-8096-6677ba735207?c=o"
"衛署藥製字第047606號","""元宙""邁克壓錠","Kamart Tablets ""Y.C.""","五邊形","","粉","","直線","7","Y C","","https://mcp.fda.gov.tw/insert/shapeImg/ebb6f813-3eb0-4fd4-a561-c96571ca4f97_img_1?c=o"
"衛署藥製字第047612號","""利達""西美胃錠200毫克","Cimewei Tablets 200mg ""Lita""","圓形;;;圓形;;;圓形;;;圓形","","綠;;;藍;;;綠;;;藍","","無;;;無;;;無;;;無","9;;;9;;;9;;;9","LITA;;;LITA;;;LITA;;;LITA","CT;;;CT;;;CT;;;CT","https://mcp.fda.gov.tw/insert/shapeImg/0cdecfb2-2b6b-471f-b5a6-75ee875c2064?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/49142652-b914-4fe1-ba18-4048c37030d9?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/a7d78aad-5870-451b-87d4-e042e57b4817?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/a7f9acba-37e2-4f10-ad80-66b31493a34e?c=o"
"衛署藥製字第047632號","""華興""壓可平錠10毫克 (安脈狄平)","Amcopine Tablets 10mg ""H.S."" (Amlodipine)","橢圓形","","白","","直線","14","H S","B 6","https://mcp.fda.gov.tw/insert/shapeImg/053768b5-34ac-44f3-b6a5-07fc71d064d8?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/60bb596a-354d-44a0-8dcd-091199053a3f_img_1?c=o"
"衛署藥製字第047638號","憂必晴膜衣錠50毫克","Zapline Film Coated Tablets 50mg","橢圓形","","白","","直線","10","ZAP 50","MACRO","https://mcp.fda.gov.tw/insert/shapeImg/203189e4-d016-4285-9513-88061f33d558?c=o"
"衛署藥製字第047643號","""黃氏""舒胃安錠","Shuful Tablet ""H.S.""","橢圓形","","綠","","直線","20","","","https://mcp.fda.gov.tw/insert/shapeImg/ce6e415e-4c1d-482a-aada-b158dfab2dbd?c=o"
"衛署藥製字第047648號","""信東""道喜錠10毫克","Dosin Tablets 10mg","圓形","","白","","無","7","ST 258","","https://mcp.fda.gov.tw/insert/shapeImg/9eed3910-18b9-473f-ad18-0b5083b8dc9a?c=o"
"衛署藥製字第047687號","漢伏醣膜衣錠850毫克","Henformin F.C. Tablet 850mg","圓形","","白","","無","20","S","850","https://mcp.fda.gov.tw/insert/shapeImg/376e590e-e371-48af-90f4-e4bddb80a765?c=o"
"衛署藥製字第047689號","癲合膜衣錠300毫克","Neurtrol F.C. Tablets 300mg","橢圓形","","黃","","直線","15.3","GL 300","","https://mcp.fda.gov.tw/insert/shapeImg/cb65c104-38ce-4f8e-8c0d-6e20d30e99df?c=o"
"衛署藥製字第047690號","""信東""雷司動錠2毫克","Risdone Tablets 2mg (Risperidone)","橢圓形","","橘","","直線","12","R2 R2","SINTONG","https://mcp.fda.gov.tw/insert/shapeImg/ed0335fe-1ec3-4407-afcb-519ed7b24d4d?c=o"
"衛署藥製字第047693號","""井田""噴可舒口腔消炎噴液劑","PHONKHOUZSU Anti-inflammatory spray ""Chin Teng""","液劑(包含糖漿用粉劑)","","橘","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/4519b881-a8fe-462f-854c-ea279127f4a0_img_1?c=o"
"衛署藥製字第047702號","敏喘克咀嚼錠5毫克","Anxokast Chewable Tablet 5mg","圓形","","紅","","無","10","AX 005","","https://mcp.fda.gov.tw/insert/shapeImg/9c80d5d8-7aab-4b09-a717-db5d33153a32_img_1?c=o"
"衛署藥製字第047771號","列優治持續性藥效錠10毫克","Lafuzo XL prolonged release tablets 10 mg","圓形","","白","","無","8","PM 011","","https://mcp.fda.gov.tw/insert/shapeImg/8b42e0d6-6644-4d41-a42a-a865add6214e_img_1?c=o"
"衛署藥製字第047772號","""元宙"" 蓓妮錠","BONY Tablets ""Y.C.""","圓形","","橘","","直線","7","Z","","https://mcp.fda.gov.tw/insert/shapeImg/058a1207-429f-4c90-9c6c-0039b94caaa6_img_1?c=o"
"衛署藥製字第047783號","""強生"" 安嗽痰錠20毫克","Verin Tablets 20mg ""Johnson""","圓形","","橘","","無","7.2","JCP","","https://mcp.fda.gov.tw/insert/shapeImg/67807e2d-3459-4f3c-adf7-77ae604fbc19?c=o"
"衛署藥製字第047811號","助療醣膜衣錠100毫克","Taglu F.C. Tablets 100mg","圓形","","白","","直線","9","AX 037","A 100","https://mcp.fda.gov.tw/insert/shapeImg/2b172847-6a7e-4c03-855e-8e30cf1d8a99_img_1?c=o"
"衛署藥製字第047813號","敏喘克膜衣錠10毫克","Anxokast F.C. Tablets 10mg","四邊形","","黃","","無","8","AX 010","","https://mcp.fda.gov.tw/insert/shapeImg/52f57b47-feff-4288-a1d4-0fc265a6a176_img_1?c=o"
"衛署藥製字第047848號","助療醣膜衣錠50毫克","Taglu F.C. Tablets 50mg","圓形","","白","","無","7","AX 036","A 50","https://mcp.fda.gov.tw/insert/shapeImg/3f1c1f7e-98cb-4cb6-9b45-5d9dd52c256b_img_1?c=o"
"衛署藥製字第047874號","""杏輝"" 杏骨樂膠囊 400毫克","Sinclote Capsules ""Sinphar"" 400mg","膠囊","","黃;;;黃","","無","20","SP614","","https://mcp.fda.gov.tw/insert/shapeImg/2a3005a6-e41f-4fdf-9414-b9acb2fa866d_img_1?c=o"
"衛署藥製字第047890號","""元宙"" 希敏適膜衣錠　","NASAGA F.C. TABLETS ""Y.C.""","橢圓形","","橘","","直線","12","422","","https://mcp.fda.gov.tw/insert/shapeImg/79abc649-ec9f-4e99-9124-bbe75880c222_img_1?c=o"
"衛署藥製字第047894號","鬱心平錠25毫克","Carvio Tablet 25mg","圓形","","白","","直線","7","AX 018","","https://mcp.fda.gov.tw/insert/shapeImg/1ba86f57-28c3-4344-b6a2-f0314f54d29b_img_1?c=o"
"衛署藥製字第047901號","賜康保肝膠囊150毫克","Silymarin Capsules 150mg ""TBC""","膠囊","","紅;;;紅","","無","22","CH 101","","https://mcp.fda.gov.tw/insert/shapeImg/bd1134c4-e6ea-424e-a8ba-62769bdee158?c=o"
"衛署藥製字第047905號","立穩癲膜衣錠600毫克","Gaty film-coated tablet 600mg","橢圓形","","白","","直線","18","AX 026","600","https://mcp.fda.gov.tw/insert/shapeImg/2fd45995-5ca1-4526-90c0-4e8920b9f93e_img_1?c=o"
"衛署藥製字第047913號","""培力"" 佑汝膠囊2.5毫克　","Gestrin Capsule 2.5mg ""P.L.""","膠囊","","粉;;;白","","無","16","Peili C12","","https://mcp.fda.gov.tw/insert/shapeImg/bc4cb168-6ece-48ec-aaae-6624f8f94897?c=o"
"衛署藥製字第047916號","""衛達"" 瀉樂 膜衣錠","Suros F.C. Tablets ""Weidar""","圓形","","棕","","無","7","WD","","https://mcp.fda.gov.tw/insert/shapeImg/2ca247ec-c8a4-4702-a68f-466991526bf6?c=o"
"衛署藥製字第047924號","""十全"" 樂醇膜衣錠20毫克","Zostatin F.C. Tablets 20 mg ""S.C.""","橢圓形","","粉","","無","11.8","","","https://mcp.fda.gov.tw/insert/shapeImg/34a166ca-7b39-48f5-be20-5c516be81cc8?c=o"
"衛署藥製字第047936號","""應元"" 氧化鎂錠330毫克　","Magnesium Oxide Tablets 330mg ""Y.Y.""","圓形","","白","","無","10","YP","688","https://mcp.fda.gov.tw/insert/shapeImg/e9f33276-55d1-4555-82c5-ba6cd613a585_img_1?c=o"
"衛署藥製字第047941號","""強生"" 益骨力膠囊250毫克","JOSAMINE CAPSULES 250MG ""JOHNSON""","膠囊","","紅;;;白","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/6659f4dd-3208-47a8-9ce1-3800b48b5e1f?c=o"
"衛署藥製字第047953號","""永勝"" 喜洛緩釋微粒膠囊","Hiros S.R.M. Capsules ""EVEREST""","膠囊","","灰;;;粉","","無","19","Everest Hiros","","https://mcp.fda.gov.tw/insert/shapeImg/6b290708-d43e-48bc-a737-3492623ab5c8?c=o"
"衛署藥製字第047960號","敏喘克咀嚼錠4毫克","Anxokast chewable tablets 4mg","橢圓形","","紅","","無","11","AX 004","","https://mcp.fda.gov.tw/insert/shapeImg/57697a56-048e-4617-a10e-5e89affcaa15_img_1?c=o"
"衛署藥製字第047991號","悅消醣膜衣錠850毫克","Anxofin F.C. Tablets 850mg","圓形","","白","","無","14","AX 054","","https://mcp.fda.gov.tw/insert/shapeImg/fdc9af2e-30ff-4db4-b807-c24b225e381c_img_1?c=o"
"衛署藥製字第047993號","喜伏菌膜衣錠250毫克","Ciflogen F.C. Tablets 250mg","圓形","","白","","直線","11","SW 250","","https://mcp.fda.gov.tw/insert/shapeImg/a2d3f8a1-f98f-4e8d-8984-e40f60ca7047?c=o"
"衛署藥製字第047998號","""德聯"" 舒利通膜衣錠","Suliton F.C. Tab.","橢圓形","","黃","","直線","10","H S","","https://mcp.fda.gov.tw/insert/shapeImg/9e9983e1-1219-49c2-b5a2-7a04802377ac?c=o"
"衛署藥製字第048055號","""美時"" 妥品美 錠 100毫克","Topinmate Tablets 100mg ""LOTUS""","圓形","","白","","無","9","LO","26","https://mcp.fda.gov.tw/insert/shapeImg/54b4bf3e-ef2a-4fa1-b508-d3d9d493a777?c=o"
"衛署藥製字第048056號","永勝佳胃膠囊15毫克","Lanpo Capsules 15mg ""EVEREST""","膠囊","","白;;;白","","無","18","EP214","","https://mcp.fda.gov.tw/insert/shapeImg/d02c485d-d971-41a7-84f0-f4e95a4ea2aa?c=o"
"衛署藥製字第048057號","安索糖錠30毫克","Anxotos Tablets 30mg","圓形","","白","","直線","7","AX 039","","https://mcp.fda.gov.tw/insert/shapeImg/32e957b4-ceeb-4681-938a-ee46e864fe3f_img_1?c=o"
"衛署藥製字第048068號","非胰錠2毫克","Nonin Tablets 2mg","雙圓形","","綠","","直線","10","S W","","https://mcp.fda.gov.tw/insert/shapeImg/7376a856-f4b5-40c5-a8ab-416e7802d5e7?c=o"
"衛署藥製字第048081號","""井田""固胃好錠","KUWEIHAU ""Chin Teng""","圓形","","白;;;粉","","直線","13","CTP D38","","https://mcp.fda.gov.tw/insert/shapeImg/9f1283c6-18d8-4293-ad0f-543a702395c9?c=o"
"衛署藥製字第048086號","""強生"" 肝福能 膠囊 150 毫克","JOMARIN CAPSULES 150MG ""JOHNSON""","膠囊","","紅;;;紅","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/1fffd8b4-7a02-4707-a3b3-4806315ba379?c=o"
"衛署藥製字第048089號","""信東""代蜜持續性藥效錠30毫克","Diamin MR Tablets 30mg (Gliclazide)","橢圓形","","白","","無","10","ST","427","https://mcp.fda.gov.tw/insert/shapeImg/f2c41c9e-abb4-41f1-9761-f23e266279c0?c=o"
"衛署藥製字第048092號","撫緒膜衣錠20毫克","Caremod F.C. Tablets 20mg","四邊形","","白","","直線","12","2 0","SW","https://mcp.fda.gov.tw/insert/shapeImg/6c2dc6af-39d9-4755-87eb-7e7d379e324d?c=o"
"衛署藥製字第048099號","""美時"" 妥品美錠25毫克","Topinmate Tablets 25 mg ""LOTUS""","圓形","","白","","無","6","LO","28","https://mcp.fda.gov.tw/insert/shapeImg/8ee00057-9a7e-422f-bf53-4da6f4adabc8?c=o"
"衛署藥製字第048125號","""十全"" 驅敏持續釋放膜衣錠","Cetipo E.R. F.C. Tablets ""S.C.""","圓形","","白","","無","10","BZ","","https://mcp.fda.gov.tw/insert/shapeImg/e07818d5-6627-4042-a56f-b4efaf3387d0?c=o"
"衛署藥製字第048191號","""強生"" 活甲錠100微克","THYROID-S TABLETS 100UG ""JOHNSON""","圓形","","白","","直線","6.4","","","https://mcp.fda.gov.tw/insert/shapeImg/3452c2a6-78be-4c06-8dc7-35ebc48aeda1?c=o"
"衛署藥製字第048216號","""信東"" 雷司動錠1毫克","Risdone Tablets 1 mg (Risperidone)","橢圓形","","白","","直線","12","R1 R1","SINTONG","https://mcp.fda.gov.tw/insert/shapeImg/11a63eb5-d945-47d2-b6ac-fbe78ef44836?c=o"
"衛署藥製字第048229號","諾消醣膜衣錠1000毫克","Anxoken F.C. Tablets 1000mg","橢圓形","","白","","直線","20","AX 053","1000","https://mcp.fda.gov.tw/insert/shapeImg/d4564c22-1679-4aec-b354-f1b3fe346442_img_1?c=o"
"衛署藥製字第048272號","""元宙"" 美禾錠","MeHo Tablets ""Y.C.""","圓形","","粉","","直線","7","A","","https://mcp.fda.gov.tw/insert/shapeImg/7c9e982f-36d1-40ce-b3bf-be101f4ca206_img_1?c=o"
"衛署藥製字第048280號","""羅得"" 可克暈錠","""ROOT"" K.U.N. Tablet","圓形","","黃","","直線","8","R","","https://mcp.fda.gov.tw/insert/shapeImg/75d346c5-6022-4224-8f23-7356ca1b52f7?c=o"
"衛署藥製字第048307號","固胰康緩釋錠30毫克","Glycon Sustained-Release Tablets 30mg","橢圓形","","白","","無","10","G18","SW","https://mcp.fda.gov.tw/insert/shapeImg/b44adf7d-e668-4046-b982-44971548ffdb?c=o"
"衛署藥製字第048309號","鬱心平錠6.25毫克","Carvio Tablets 6.25mg","圓形","","黃","","直線","7","AX 017","","https://mcp.fda.gov.tw/insert/shapeImg/bb154e51-d471-45b2-962d-62eea7af40ef_img_1?c=o"
"衛署藥製字第048334號","舒美寧膜衣錠30毫克","Smilon F.C. Tablets 30mg","橢圓形","","紅","","直線","14","NK 440","","https://mcp.fda.gov.tw/insert/shapeImg/d7031dc2-88d4-4eed-95ef-191451ac3c6c?c=o"
"衛署藥製字第048344號","""強生"" 可立安 膠囊 25 毫克","COLIAN CAPSULES 25MG ""JOHNSON""","膠囊","","藍;;;藍","","無","15","","","https://mcp.fda.gov.tw/insert/shapeImg/0ee97038-2472-4824-a3ab-9eeeb5620b38?c=o"
"衛署藥製字第048355號","弗路欣錠","Flusine Tablets","橢圓形","","白","","直線","14","TTY FC","","https://mcp.fda.gov.tw/insert/shapeImg/2066daf6-1407-4728-a041-cdf6bcb24244?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4cf9d959-abfc-4a2f-b0bd-fb731503d08a?c=o"
"衛署藥製字第048357號","康平癲 膠囊300毫克","Gapatin Capsules 300mg","膠囊","","黃;;;黃","","無","20","G19","","https://mcp.fda.gov.tw/insert/shapeImg/82fe5784-7c17-4816-bd4b-3d6b08c1b2a9?c=o"
"衛署藥製字第048436號","""元宙"" 腹消樂糖衣錠","Talex Sugar Coated Tablets ""Y.C.""","圓形","","黃","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/7f64a2ea-2e07-4ca8-888f-21de377f4baa_img_1?c=o"
"衛署藥製字第048447號","優若亭 膜衣錠2毫克","Uridin F.C. Tablets 2mg","圓形","","白","","無","7","018","","https://mcp.fda.gov.tw/insert/shapeImg/ceb732ad-5acd-458c-b542-7dacd8a3a46d_img_1?c=o"
"衛署藥製字第048467號","""聯邦"" 優達平膜衣錠200毫克","Utapine F.C. Tablet 200mg ""Union""","圓形","","白","","直線","11","UN 453","200mg","https://mcp.fda.gov.tw/insert/shapeImg/de026df0-e1cc-495b-a5fe-e20d0de84f12?c=o"
"衛署藥製字第048481號","""黃氏"" 喉康 口含錠","Hoecon Troches ""H.S.""","圓形;;;圓形","","黃;;;綠","","直線;;;直線","16;;;16","H;;;H","","https://mcp.fda.gov.tw/insert/shapeImg/666c5e31-74bf-4134-81bd-95f9c0c75e33?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/80ee74e5-2193-4300-b60e-eac7d46ef841?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/8dae948a-4acf-431f-ac00-e4ea7d1a1f0c?c=o"
"衛署藥製字第048484號","""培力"" 立克醣緩釋錠500毫克","Glucomin X.R. Tablets 500mg ""P.L.""","橢圓形","","白","","直線","19","PL T13","GMXR","https://mcp.fda.gov.tw/insert/shapeImg/7df4e236-0c79-4f60-a4b9-12ccdc0e92a8?c=o"
"衛署藥製字第048513號","美脂利錠40毫克","Melstatin tablet 40mg","橢圓形","","黃","","直線","15","AX 048","","https://mcp.fda.gov.tw/insert/shapeImg/45d49000-770b-4315-9414-b8056b9f9d0b_img_1?c=o"
"衛署藥製字第048514號","""元宙"" 舒靜咳膠囊","Coslan Capsules ""Y.C.""","膠囊","","灰;;;藍","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/ea3fea7d-0b58-408d-84cf-fdfedc72825f_img_1?c=o"
"衛署藥製字第048520號","""井田"" 依普炎膜衣錠600毫克","IPU Film Coated Tablets 600mg ""ChinTeng""","橢圓形","","白","","直線","18","","","https://mcp.fda.gov.tw/insert/shapeImg/13223f7e-8cdb-4a7c-bb13-4d36b358f851?c=o"
"衛署藥製字第048558號","""美時"" 雅努麻 錠10毫克","Arheuma Tablets 10mg ""LOTUS""","圓形","","白","","無","7","LO","27","https://mcp.fda.gov.tw/insert/shapeImg/ba8ca9f7-72d7-4981-9e80-7fad5dc407dd?c=o"
"衛署藥製字第048573號","""培力"" 立環素膠囊","CYCLOCIN CAPSULES ""P.L.""","膠囊","","紅;;;橘","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/95bcbc20-c7fc-477f-9652-90d853454b10?c=o"
"衛署藥製字第048584號","""大豐"" 暢脈 膜衣錠40毫克","Veincurrent F.C. Tablets 40mg ""T.F.""","圓形","","橘","","無","9","T F","","https://mcp.fda.gov.tw/insert/shapeImg/682c8764-9d39-4d3b-810f-97420716a835?c=o"
"衛署藥製字第048599號","滅擾膜衣錠10毫克","Manotin F.C. Tablets 10mg","其他","","白","","直線","12","M N","","https://mcp.fda.gov.tw/insert/shapeImg/9d1cf15a-78c2-4702-b833-9478c3865602_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b3d13677-7e48-4dd5-b9f2-bfb1bc915f64?c=o"
"衛署藥製字第048630號","舒麻肌膠囊","Sumakin Capsules","膠囊","","藍;;;白","","無","22","SUC","","https://mcp.fda.gov.tw/insert/shapeImg/8ae48c86-33c3-42c1-bbf3-1ddfa11a955c?c=o"
"衛署藥製字第048676號","""黃氏""疼紓舒錠","Suplax Tablets ""H.S.""","橢圓形","","白","","直線","20","","","https://mcp.fda.gov.tw/insert/shapeImg/725cbd06-b1bb-491e-aa6e-2702214b1a5f?c=o"
"衛署藥製字第048678號","息癲適液","Hecalis Solution","液劑(包含糖漿用粉劑)","","透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/05a52211-2696-4b9b-bde4-ebb25fd3f9fa_img_1?c=o"
"衛署藥製字第048687號","〝華興〞憂靜膜衣錠 20 毫克","Eugine F.C. Tablets 20 mg 〝H.S.〞","橢圓形","","白","","直線","11","HS P2","","https://mcp.fda.gov.tw/insert/shapeImg/2ecc1d79-49ed-40ce-9a8e-db24c52674ed_img_1?c=o"
"衛署藥製字第048689號","顧爾肝膠囊 150毫克 (思利馬林)","Curgan capsules 150mg (silymarin)","膠囊","","紅;;;紅","","無","22","CM AHP07","","https://mcp.fda.gov.tw/insert/shapeImg/8807cd70-85b0-42c3-819c-869ce3c5a735_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/aa299078-affb-4a75-a0f5-f7726cf7cde9?c=o"
"衛署藥製字第048705號","引達平持續性藥效膜衣錠 1.5 毫克","Indapin SR film-coated tablets 1.5 mg","圓形","","白","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/0433620e-2762-4292-909c-786fa9cc825d?c=o"
